SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
56696,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,24-02-2025 08:30,0.2
56697,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,02-03-2025 08:30,10.2
56698,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,12-03-2025 08:30,1.8
56699,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-03-2025 08:30,16.4
56700,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,02-04-2025 08:30,1
56701,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,09-04-2025 08:30,0.8
56702,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-04-2025 08:30,0.4
56703,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-04-2025 08:30,8.6
56704,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-04-2025 08:30,0.4
56705,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-04-2025 08:30,1.4
56706,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,21-04-2025 08:30,10.8
56707,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-04-2025 08:30,44.6
56708,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,23-04-2025 08:30,26.2
56709,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,24-04-2025 08:30,4.2
56710,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,25-04-2025 08:30,8.2
56711,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,26-04-2025 08:30,14
56712,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,28-04-2025 08:30,30.6
56713,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-04-2025 08:30,4.6
56714,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-05-2025 08:30,0.2
56715,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,06-05-2025 08:30,2.6
56716,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-05-2025 02:30,10.2
56717,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-05-2025 05:30,4.6
56718,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-05-2025 08:30,0.6
56719,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,09-05-2025 02:30,4.8
56720,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,10-05-2025 20:30,10.6
56721,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,10-05-2025 23:30,2
56722,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-05-2025 05:30,3.4
56723,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-05-2025 08:30,8.2
56724,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,12-05-2025 11:30,0.8
56725,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-05-2025 02:30,4.2
56726,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-05-2025 05:30,10.6
56727,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,14-05-2025 02:30,4.8
56728,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,14-05-2025 05:30,2.4
56729,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,14-05-2025 08:30,0.6
56730,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-05-2025 02:30,12
56731,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-05-2025 05:30,4.2
56732,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-05-2025 08:30,8.6
56733,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-05-2025 02:30,20
56734,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-05-2025 05:30,6.2
56735,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-05-2025 08:30,4.2
56736,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-05-2025 14:30,4.2
56737,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-05-2025 08:30,4
56738,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-05-2025 20:30,6
56739,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-05-2025 23:30,8
56740,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-05-2025 02:30,12.2
56741,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-05-2025 05:30,2
56742,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-05-2025 08:30,2
56743,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-05-2025 11:30,8.4
56744,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,21-05-2025 14:30,2.6
56745,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-05-2025 02:30,10.6
56746,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-05-2025 08:30,22.2
56747,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,26-05-2025 05:30,4
56748,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-05-2025 02:30,10
56749,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-05-2025 05:30,4.2
56750,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-05-2025 08:30,8.6
56751,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-05-2025 14:30,4.2
56752,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-05-2025 17:30,10.2
56753,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-05-2025 23:30,4.2
56754,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-05-2025 02:30,2.6
56755,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-05-2025 05:30,8.2
56756,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-05-2025 08:30,2.4
56757,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-05-2025 11:30,11.6
56758,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-05-2025 14:30,14.2
56759,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-05-2025 17:30,8.6
56760,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-05-2025 20:30,10
56761,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-05-2025 23:30,6.8
56762,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,31-05-2025 11:30,0.8
56763,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,31-05-2025 23:30,2.4
56764,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-06-2025 02:30,4
56765,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-06-2025 05:30,8.2
56766,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-06-2025 02:30,2
56767,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-06-2025 11:30,2
56768,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-06-2025 14:30,0.6
56769,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-06-2025 08:30,6.2
56770,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-06-2025 11:30,1.4
56771,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,12-06-2025 05:30,6.2
56772,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,14-06-2025 14:30,10
56773,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,14-06-2025 17:30,4
56774,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-06-2025 08:30,1.4
56775,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-06-2025 11:30,0.2
56776,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,21-06-2025 08:30,1.6
56777,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,23-06-2025 17:30,36
56778,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,23-06-2025 23:30,2
56779,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,24-06-2025 08:30,1.8
56780,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,26-06-2025 14:30,14
56781,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,28-06-2025 17:30,1.2
56782,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,02-07-2025 08:30,1.2
56783,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,14-07-2025 17:30,1.8
56784,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,14-07-2025 20:30,0.6
56785,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-07-2025 02:30,1.2
56786,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-07-2025 05:30,10.4
56787,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-07-2025 08:30,6.2
56788,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,27-07-2025 08:30,2.4
56789,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,28-07-2025 08:30,1.4
56790,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-07-2025 05:30,10.6
56791,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-07-2025 08:30,12.6
56792,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-08-2025 17:30,12
56793,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-08-2025 20:30,10
56794,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,02-08-2025 08:30,2.6
56795,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,02-08-2025 11:30,1.2
56796,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-08-2025 11:30,2
56797,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-08-2025 14:30,10
56798,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-08-2025 17:30,1
56799,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-08-2025 17:30,1.2
56800,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-08-2025 08:30,0.8
56801,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,07-08-2025 20:30,12
56802,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-08-2025 08:30,0.2
56803,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-08-2025 17:30,1.4
56804,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,09-08-2025 02:30,0.2
56805,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-08-2025 08:30,8
56806,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,12-08-2025 23:30,4
56807,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2025 02:30,8
56808,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2025 05:30,4.2
56809,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2025 08:30,4
56810,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2025 11:30,2
56811,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2025 14:30,0.2
56812,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2025 17:30,0.2
56813,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-08-2025 02:30,2.2
56814,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-08-2025 05:30,1.6
56815,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-08-2025 08:30,1.2
56816,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-08-2025 02:30,12
56817,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-08-2025 23:30,8
56818,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,23-08-2025 02:30,2.2
56819,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,27-08-2025 08:30,2.4
56820,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,28-08-2025 02:30,6.2
56821,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,28-08-2025 05:30,0.4
56822,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,02-09-2025 08:30,0.2
56823,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-09-2025 08:30,1.4
56824,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,09-09-2025 11:30,11.2
56825,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,10-09-2025 05:30,4
56826,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,10-09-2025 20:30,4.2
56827,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,10-09-2025 23:30,6.8
