SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
88393,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 08:00,NaN
88394,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 09:00,NaN
88395,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 10:00,NaN
88396,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 11:00,NaN
88397,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 12:00,NaN
88398,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 13:00,NaN
88399,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 14:00,NaN
88400,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 15:00,NaN
88401,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 16:00,NaN
88402,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 17:00,NaN
88403,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 18:00,NaN
88404,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 19:00,NaN
88405,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 20:00,NaN
88406,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 21:00,NaN
88407,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 22:00,NaN
88408,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,23-05-2023 23:00,NaN
88409,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 00:00,NaN
88410,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 01:00,NaN
88411,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 02:00,NaN
88412,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 03:00,NaN
88413,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 04:00,NaN
88414,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 05:00,NaN
88415,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 06:00,NaN
88416,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 07:00,NaN
88417,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 08:00,NaN
88418,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 09:00,NaN
88419,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 10:00,NaN
88420,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 11:00,NaN
88421,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 12:00,NaN
88422,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 13:00,NaN
88423,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 14:00,NaN
88424,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 15:00,NaN
88425,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 16:00,NaN
88426,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 17:00,NaN
88427,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 18:00,NaN
88428,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 19:00,NaN
88429,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 20:00,NaN
88430,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 21:00,NaN
88431,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,24-05-2023 22:00,NaN
88432,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 00:00,NaN
88433,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 01:00,NaN
88434,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 02:00,NaN
88435,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 03:00,NaN
88436,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 04:00,NaN
88437,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 05:00,NaN
88438,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 06:00,NaN
88439,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 07:00,NaN
88440,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 08:00,NaN
88441,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 09:00,NaN
88442,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 10:00,NaN
88443,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 11:00,NaN
88444,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 12:00,NaN
88445,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 13:00,NaN
88446,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 14:00,NaN
88447,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 15:00,NaN
88448,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,25-05-2023 16:00,NaN
88449,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 00:00,NaN
88450,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 01:00,NaN
88451,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 03:00,NaN
88452,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 04:00,NaN
88453,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 05:00,NaN
88454,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 08:00,NaN
88455,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 09:00,NaN
88456,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 11:00,NaN
88457,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 12:00,NaN
88458,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 13:00,NaN
88459,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 14:00,NaN
88460,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 15:00,NaN
88461,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,26-05-2023 16:00,NaN
88462,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 01:00,NaN
88463,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 02:00,NaN
88464,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 03:00,NaN
88465,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 05:00,NaN
88466,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 06:00,NaN
88467,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 07:00,NaN
88468,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 08:00,NaN
88469,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 09:00,NaN
88470,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 10:00,NaN
88471,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 11:00,NaN
88472,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,27-05-2023 12:00,NaN
88473,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 00:00,NaN
88474,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 01:00,NaN
88475,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 08:00,NaN
88476,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 11:00,NaN
88477,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 14:00,NaN
88478,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 15:00,NaN
88479,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 16:00,NaN
88480,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 17:00,NaN
88481,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,29-05-2023 18:00,NaN
88482,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 00:00,NaN
88483,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 01:00,NaN
88484,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 02:00,NaN
88485,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 03:00,NaN
88486,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 04:00,NaN
88487,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 05:00,NaN
88488,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 06:00,NaN
88489,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 07:00,NaN
88490,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 08:00,NaN
88491,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 09:00,NaN
88492,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 10:00,NaN
88493,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 11:00,NaN
88494,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 12:00,NaN
88495,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 13:00,NaN
88496,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 14:00,NaN
88497,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 15:00,NaN
88498,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 16:00,NaN
88499,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 17:00,NaN
88500,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 18:00,NaN
88501,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 19:00,NaN
88502,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 20:00,NaN
88503,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 21:00,NaN
88504,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 22:00,NaN
88505,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,30-05-2023 23:00,NaN
88506,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 00:00,NaN
88507,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 01:00,NaN
88508,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 02:00,NaN
88509,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 03:00,NaN
88510,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 04:00,NaN
88511,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 05:00,NaN
88512,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 06:00,NaN
88513,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 07:00,NaN
88514,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 08:00,NaN
88515,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 09:00,NaN
88516,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 10:00,NaN
88517,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 11:00,NaN
88518,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 12:00,NaN
88519,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 13:00,NaN
88520,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 14:00,NaN
88521,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 15:00,NaN
88522,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 16:00,NaN
88523,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 17:00,NaN
88524,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 18:00,NaN
88525,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 19:00,NaN
88526,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 20:00,NaN
88527,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 21:00,NaN
88528,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 22:00,NaN
88529,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,31-05-2023 23:00,NaN
88530,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 00:00,NaN
88531,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 01:00,NaN
88532,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 02:00,NaN
88533,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 03:00,NaN
88534,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 04:00,NaN
88535,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 05:00,NaN
88536,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 06:00,NaN
88537,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 07:00,NaN
88538,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 08:00,NaN
88539,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 09:00,NaN
88540,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 10:00,NaN
88541,Melabazar,CWC,18,Assam,280,BARPETA,SARUPETA,-,-,Brahmaputra,Brahmaputra,Beki,-,-,Beki,26.80416667,91.52916667,01-06-2023 11:00,NaN
